trend_id,trend_keyword,platform_source,search_volume_score,trend_category
T014680,goth streetwear check,TikTok,168845,Kitchen
T014681,goth kitchen hacks tour,YouTube,240187,Fashion
T014682,must-have desk setup check,TikTok,74080,Electronics
T014683,goth camping gear guide,YouTube,3706,Office Supplies
T014684,budget office essentials finds,Instagram,456339,Travel
T014685,sustainable streetwear guide,Pinterest,225522,Kitchen
T014686,goth room decor unboxing,YouTube,133477,Travel
T014687,sustainable streetwear essentials,YouTube,157493,Kitchen
T014688,trending gym gear guide,Pinterest,45248,Travel
T014689,minimalist streetwear finds,TikTok,220211,Home Decor
T014690,retro streetwear finds,Instagram,418708,Beauty
T014691,must-have gaming setup finds,YouTube,456302,Sports & Outdoors
T014692,top rated skincare routine tour,Instagram,374890,Kitchen
T014693,Y2K travel hacks unboxing,TikTok,375118,Home Decor
T014694,budget travel hacks review,TikTok,281829,Home Decor
T014695,aesthetic room decor guide,Instagram,378295,Travel
T014696,trending gift ideas unboxing,TikTok,397605,Beauty
T014697,must-have room decor hacks,YouTube,395496,Beauty
T014698,aesthetic streetwear essentials,Instagram,327158,Fashion
T014699,top rated travel hacks review,Instagram,313235,Electronics
T014700,viral desk setup tour,TikTok,361970,Sports & Outdoors
T014701,retro desk setup unboxing,Instagram,7016,Beauty
T014702,trending gaming setup hacks,Pinterest,254186,Kitchen
T014703,top rated gaming setup review,YouTube,252029,Electronics
T014704,goth travel hacks review,TikTok,255378,Fashion
T014705,must-have streetwear finds,Instagram,189037,Travel
T014706,Y2K gym gear hacks,TikTok,189949,Kitchen
T014707,cozy office essentials review,TikTok,436308,Beauty
T014708,viral tech gadgets essentials,TikTok,488729,Electronics
T014709,must-have gym gear guide,Pinterest,66307,Kitchen
T014710,luxury travel hacks hacks,YouTube,201525,Fashion
T014711,aesthetic gym gear check,TikTok,417766,Sports & Outdoors
T014712,sustainable camping gear hacks,TikTok,40149,Travel
T014713,Y2K desk setup review,TikTok,104135,Electronics
T014714,goth gift ideas finds,Pinterest,245089,Travel
T014715,cozy tech gadgets finds,TikTok,387588,Electronics
T014716,must-have office essentials guide,TikTok,263532,Beauty
T014717,budget kitchen hacks essentials,TikTok,449875,Fashion
T014718,goth streetwear finds,TikTok,219530,Home Decor
T014719,retro kitchen hacks tour,Instagram,278130,Beauty
T014720,goth streetwear essentials,Instagram,360680,Travel
T014721,sustainable office essentials unboxing,Instagram,446295,Home Decor
T014722,smart camping gear essentials,Instagram,392554,Office Supplies
T014723,goth office essentials finds,YouTube,437693,Office Supplies
T014724,cozy office essentials check,Instagram,459782,Electronics
T014725,must-have travel hacks hacks,Pinterest,453994,Kitchen
T014726,minimalist desk setup check,Instagram,403704,Office Supplies
T014727,smart gym gear unboxing,Instagram,397817,Office Supplies
T014728,aesthetic office essentials guide,Pinterest,152630,Fashion
T014729,smart office essentials essentials,Pinterest,10468,Home Decor
T014730,trending camping gear guide,Instagram,291678,Electronics
T014731,smart streetwear unboxing,Instagram,275036,Office Supplies
T014732,cozy gym gear check,Instagram,30157,Travel
T014733,smart office essentials review,TikTok,223562,Electronics
T014734,must-have skincare routine hacks,Instagram,297783,Kitchen
T014735,aesthetic kitchen hacks unboxing,Instagram,484432,Home Decor
T014736,trending camping gear check,YouTube,87621,Fashion
T014737,top rated gift ideas essentials,YouTube,222282,Travel
T014738,retro tech gadgets tour,Pinterest,318171,Sports & Outdoors
T014739,smart tech gadgets unboxing,TikTok,486198,Office Supplies
T014740,goth office essentials finds,Instagram,107665,Electronics
T014741,minimalist tech gadgets tour,TikTok,8409,Sports & Outdoors
T014742,smart office essentials finds,YouTube,358146,Electronics
T014743,smart gym gear review,Instagram,242600,Sports & Outdoors
T014744,must-have desk setup review,Pinterest,151301,Electronics
T014745,sustainable travel hacks tour,Instagram,58245,Sports & Outdoors
T014746,trending room decor essentials,Instagram,440547,Electronics
T014747,Y2K tech gadgets hacks,TikTok,482348,Fashion
T014748,minimalist gift ideas guide,Pinterest,477352,Home Decor
T014749,cozy room decor unboxing,Instagram,267755,Office Supplies
T014750,sustainable streetwear essentials,Instagram,246898,Electronics
T014751,retro room decor finds,TikTok,248993,Travel
T014752,smart gaming setup review,Pinterest,68724,Electronics
T014753,aesthetic kitchen hacks finds,Instagram,132849,Kitchen
T014754,Y2K skincare routine hacks,TikTok,368467,Fashion
T014755,top rated skincare routine finds,Pinterest,417756,Sports & Outdoors
T014756,trending streetwear tour,YouTube,106175,Office Supplies
T014757,trending desk setup review,Pinterest,95675,Electronics
T014758,minimalist room decor review,Pinterest,446713,Kitchen
T014759,budget gift ideas hacks,Instagram,350782,Beauty
T014760,aesthetic gym gear unboxing,Instagram,177744,Sports & Outdoors
T014761,luxury kitchen hacks guide,Pinterest,48785,Home Decor
T014762,must-have gift ideas essentials,TikTok,117842,Home Decor
T014763,trending room decor unboxing,TikTok,353354,Electronics
T014764,cozy desk setup hacks,TikTok,223379,Fashion
T014765,budget tech gadgets check,Instagram,456485,Sports & Outdoors
T014766,aesthetic travel hacks review,TikTok,474946,Home Decor
T014767,sustainable gym gear check,Instagram,145206,Home Decor
T014768,sustainable skincare routine guide,TikTok,174719,Electronics
T014769,goth kitchen hacks finds,Pinterest,483589,Electronics
T014770,cozy office essentials unboxing,YouTube,155048,Home Decor
T014771,budget camping gear guide,TikTok,457232,Kitchen
T014772,smart tech gadgets unboxing,Instagram,34532,Beauty
T014773,luxury gift ideas hacks,Instagram,139306,Kitchen
T014774,luxury camping gear unboxing,TikTok,276942,Beauty
T014775,aesthetic gift ideas tour,TikTok,492031,Fashion
T014776,luxury desk setup essentials,Instagram,12551,Kitchen
T014777,retro office essentials hacks,Pinterest,291750,Travel
T014778,sustainable gaming setup hacks,TikTok,167531,Travel
T014779,sustainable tech gadgets finds,TikTok,435176,Fashion
T014780,luxury kitchen hacks essentials,Instagram,310639,Fashion
T014781,trending office essentials hacks,YouTube,497941,Electronics
T014782,viral tech gadgets finds,YouTube,427123,Kitchen
T014783,minimalist desk setup hacks,TikTok,471144,Fashion
T014784,budget tech gadgets finds,Instagram,59773,Office Supplies
T014785,aesthetic gym gear review,Instagram,201909,Home Decor
T014786,Y2K tech gadgets check,TikTok,336320,Office Supplies
T014787,cozy tech gadgets hacks,Instagram,329347,Fashion
T014788,Y2K gaming setup essentials,Instagram,353455,Home Decor
T014789,goth desk setup tour,Instagram,364583,Travel
T014790,cozy gaming setup essentials,Instagram,170383,Electronics
T014791,smart gift ideas unboxing,Pinterest,182348,Electronics
T014792,budget skincare routine essentials,YouTube,218816,Travel
T014793,goth camping gear essentials,Instagram,430110,Beauty
T014794,luxury camping gear unboxing,TikTok,134462,Kitchen
T014795,cozy travel hacks review,Instagram,498467,Office Supplies
T014796,aesthetic gym gear tour,Pinterest,442963,Home Decor
T014797,sustainable camping gear unboxing,TikTok,443596,Office Supplies
T014798,top rated gift ideas review,TikTok,424976,Beauty
T014799,trending kitchen hacks essentials,Instagram,14007,Kitchen
T014800,cozy office essentials essentials,TikTok,237602,Sports & Outdoors
T014801,Y2K camping gear essentials,TikTok,498091,Sports & Outdoors
T014802,aesthetic camping gear guide,TikTok,252365,Home Decor
T014803,retro gaming setup check,Instagram,340875,Beauty
T014804,minimalist gym gear guide,Instagram,139016,Electronics
T014805,minimalist room decor guide,TikTok,228692,Electronics
T014806,smart room decor finds,Instagram,85460,Home Decor
T014807,luxury room decor guide,Instagram,133592,Kitchen
T014808,minimalist office essentials guide,Instagram,306373,Electronics
T014809,top rated gaming setup review,YouTube,38932,Kitchen
T014810,viral office essentials unboxing,TikTok,154464,Beauty
T014811,smart office essentials tour,Pinterest,251366,Beauty
T014812,aesthetic desk setup guide,Instagram,128050,Fashion
T014813,budget gaming setup finds,YouTube,483353,Fashion
T014814,smart gift ideas unboxing,YouTube,249878,Kitchen
T014815,Y2K tech gadgets essentials,TikTok,445876,Travel
T014816,aesthetic gaming setup guide,TikTok,308830,Electronics
T014817,Y2K travel hacks check,TikTok,297619,Office Supplies
T014818,minimalist room decor hacks,Instagram,267179,Fashion
T014819,must-have skincare routine tour,Instagram,38719,Office Supplies
T014820,luxury camping gear review,Instagram,118792,Travel
T014821,sustainable office essentials hacks,YouTube,229320,Fashion
T014822,luxury streetwear unboxing,TikTok,379187,Home Decor
T014823,cozy gift ideas tour,Instagram,477436,Sports & Outdoors
T014824,Y2K gaming setup hacks,TikTok,266184,Electronics
T014825,sustainable travel hacks unboxing,Instagram,411797,Travel
T014826,top rated desk setup guide,Instagram,442568,Travel
T014827,aesthetic desk setup guide,YouTube,46768,Fashion
T014828,retro gift ideas essentials,Pinterest,387109,Sports & Outdoors
T014829,smart desk setup unboxing,Instagram,328545,Home Decor
T014830,sustainable gaming setup finds,TikTok,136901,Sports & Outdoors
T014831,top rated kitchen hacks essentials,TikTok,366839,Electronics
T014832,must-have office essentials guide,TikTok,148509,Office Supplies
T014833,budget tech gadgets finds,TikTok,318832,Office Supplies
T014834,smart travel hacks hacks,TikTok,4362,Kitchen
T014835,Y2K travel hacks tour,TikTok,187036,Fashion
T014836,trending kitchen hacks check,Instagram,184210,Kitchen
T014837,top rated tech gadgets essentials,Pinterest,252205,Fashion
T014838,top rated gym gear essentials,Instagram,280000,Office Supplies
T014839,smart gaming setup check,Instagram,378143,Kitchen
T014840,cozy camping gear check,Pinterest,442791,Travel
T014841,trending gaming setup tour,Instagram,19587,Office Supplies
T014842,must-have room decor guide,TikTok,427710,Travel
T014843,smart skincare routine hacks,Instagram,225028,Home Decor
T014844,must-have streetwear review,Instagram,385341,Kitchen
T014845,aesthetic gym gear check,Pinterest,64865,Office Supplies
T014846,goth streetwear finds,TikTok,179617,Sports & Outdoors
T014847,trending camping gear finds,TikTok,114815,Kitchen
T014848,goth room decor essentials,YouTube,213627,Kitchen
T014849,aesthetic desk setup unboxing,TikTok,308866,Beauty
T014850,Y2K streetwear review,TikTok,448206,Kitchen
T014851,goth office essentials essentials,YouTube,424648,Kitchen
T014852,smart office essentials tour,TikTok,387450,Fashion
T014853,minimalist travel hacks guide,TikTok,281921,Beauty
T014854,budget kitchen hacks essentials,Instagram,452877,Kitchen
T014855,smart tech gadgets essentials,Instagram,416291,Beauty
T014856,luxury desk setup guide,Pinterest,417662,Fashion
T014857,cozy room decor unboxing,Instagram,150612,Beauty
T014858,viral gym gear guide,TikTok,227106,Sports & Outdoors
T014859,goth tech gadgets check,Instagram,99010,Fashion
T014860,minimalist desk setup hacks,Pinterest,399426,Beauty
T014861,retro room decor tour,Instagram,189489,Electronics
T014862,budget desk setup guide,YouTube,370943,Travel
T014863,trending gift ideas hacks,TikTok,140703,Kitchen
T014864,retro desk setup tour,Instagram,196568,Travel
T014865,smart room decor essentials,TikTok,209563,Travel
T014866,viral tech gadgets essentials,Pinterest,381132,Electronics
T014867,retro skincare routine unboxing,TikTok,296464,Electronics
T014868,sustainable kitchen hacks guide,Instagram,294217,Sports & Outdoors
T014869,luxury camping gear tour,TikTok,206717,Travel
T014870,top rated kitchen hacks guide,Instagram,315224,Office Supplies
T014871,retro tech gadgets finds,Pinterest,161881,Sports & Outdoors
T014872,smart travel hacks tour,TikTok,303017,Kitchen
T014873,Y2K room decor unboxing,TikTok,449539,Beauty
T014874,retro room decor unboxing,TikTok,124880,Beauty
T014875,sustainable tech gadgets tour,Instagram,274127,Home Decor
T014876,viral tech gadgets guide,Instagram,336977,Office Supplies
T014877,retro gaming setup guide,TikTok,288447,Kitchen
T014878,must-have tech gadgets finds,TikTok,311053,Beauty
T014879,viral skincare routine check,Pinterest,50511,Fashion
T014880,smart gift ideas unboxing,Instagram,365757,Fashion
T014881,viral kitchen hacks hacks,TikTok,75562,Travel
T014882,retro kitchen hacks unboxing,Pinterest,325025,Sports & Outdoors
T014883,luxury desk setup check,Instagram,133841,Sports & Outdoors
T014884,sustainable skincare routine check,TikTok,275596,Sports & Outdoors
T014885,retro gift ideas essentials,Instagram,101737,Kitchen
T014886,aesthetic camping gear guide,Pinterest,240032,Kitchen
T014887,luxury gaming setup check,Instagram,60852,Sports & Outdoors
T014888,smart skincare routine review,YouTube,33334,Office Supplies
T014889,budget gift ideas tour,Pinterest,484628,Electronics
T014890,trending desk setup hacks,YouTube,3100,Electronics
T014891,goth office essentials hacks,TikTok,36916,Kitchen
T014892,aesthetic gaming setup essentials,Pinterest,396731,Beauty
T014893,luxury desk setup hacks,TikTok,317422,Electronics
T014894,retro gift ideas unboxing,YouTube,363871,Office Supplies
T014895,minimalist room decor essentials,Instagram,61838,Home Decor
T014896,trending gift ideas tour,TikTok,133926,Electronics
T014897,goth camping gear unboxing,TikTok,473749,Sports & Outdoors
T014898,minimalist desk setup tour,Instagram,172231,Beauty
T014899,sustainable room decor unboxing,Pinterest,112105,Fashion
T014900,aesthetic desk setup tour,Instagram,49270,Kitchen
T014901,trending office essentials review,TikTok,303596,Home Decor
T014902,aesthetic gym gear check,Instagram,394474,Office Supplies
T014903,Y2K travel hacks review,Instagram,258679,Home Decor
T014904,sustainable room decor guide,TikTok,66072,Travel
T014905,Y2K skincare routine guide,TikTok,215873,Office Supplies
T014906,retro camping gear check,Instagram,381549,Fashion
T014907,viral gym gear essentials,TikTok,309002,Kitchen
T014908,smart gaming setup check,Instagram,322701,Fashion
T014909,luxury gift ideas guide,YouTube,267195,Sports & Outdoors
T014910,viral gift ideas check,TikTok,262717,Travel
T014911,top rated desk setup review,TikTok,46631,Electronics
T014912,goth streetwear unboxing,Pinterest,224700,Electronics
T014913,luxury gift ideas hacks,TikTok,158599,Home Decor
T014914,sustainable streetwear review,Instagram,484072,Electronics
T014915,viral room decor unboxing,Pinterest,84580,Electronics
T014916,sustainable camping gear guide,Instagram,22551,Kitchen
T014917,cozy streetwear hacks,Instagram,61694,Fashion
T014918,luxury gym gear unboxing,Instagram,377081,Fashion
T014919,retro skincare routine unboxing,Instagram,76920,Fashion
T014920,goth desk setup check,Instagram,390348,Fashion
T014921,sustainable office essentials guide,TikTok,241158,Electronics
T014922,aesthetic gift ideas hacks,TikTok,274372,Office Supplies
T014923,smart tech gadgets check,TikTok,474013,Office Supplies
T014924,sustainable desk setup tour,Instagram,73652,Fashion
T014925,minimalist desk setup check,YouTube,312611,Fashion
T014926,must-have camping gear essentials,TikTok,135910,Office Supplies
T014927,goth gym gear tour,YouTube,63273,Beauty
