product_id,product_title,product_description,category,price_inr,description_length,clean_description,combined_text,top_trend_1,top_trend_2,top_trend_3,similarity_score_1,similarity_score_2,similarity_score_3,optimized_product_title
P000340,Portable Headphones Modern,Upgrade your lifestyle with this. Built to last and withstand daily wear. Order now while supplies last!,Beauty,77670.57,104,upgrade your lifestyle with this built to last and withstand daily wear order now while supplies last,portable headphones modern upgrade your lifestyle with this built to last and withstand daily wear order now while supplies last,No Strong Match,trending gym gear essentials,trending gym gear essentials,0.39577972888946533,0.39577972888946533,0.39577972888946533,Portable Headphones Modern
P000341,Classic Camera V2,Upgrade your lifestyle with this. Comes with an extended warranty. Available in multiple colors.,Home Decor,35526.49,96,upgrade your lifestyle with this comes with an extended warranty available in multiple colors,classic camera v2 upgrade your lifestyle with this comes with an extended warranty available in multiple colors,No Strong Match,retro streetwear tour,retro streetwear tour,0.29705607891082764,0.29705607891082764,0.29705607891082764,Classic Camera V2
P000342,Ergonomic Camera V2,Designed for everyday use. Features state-of-the-art materials. Perfect for gifting.,Beauty,67266.52,84,designed for everyday use features stateoftheart materials perfect for gifting,ergonomic camera v2 designed for everyday use features stateoftheart materials perfect for gifting,No Strong Match,budget tech gadgets finds,budget tech gadgets finds,0.4000832736492157,0.4000832736492157,0.4000832736492157,Ergonomic Camera V2
P000343,Durable Blender Set,Designed for everyday use. Lightweight and easy to carry. Available in multiple colors.,Home Decor,32061.24,87,designed for everyday use lightweight and easy to carry available in multiple colors,durable blender set designed for everyday use lightweight and easy to carry available in multiple colors,No Strong Match,sustainable gym gear finds,sustainable gym gear finds,0.43872398138046265,0.43872398138046265,0.43872398138046265,Durable Blender Set
P000344,Pro Blender Set,Designed for everyday use. Comes with an extended warranty. Available in multiple colors.,Fashion,69715.85,89,designed for everyday use comes with an extended warranty available in multiple colors,pro blender set designed for everyday use comes with an extended warranty available in multiple colors,No Strong Match,budget skincare routine finds,budget skincare routine finds,0.34183406829833984,0.34183406829833984,0.34183406829833984,Pro Blender Set
P000345,Portable Headphones V2,Upgrade your lifestyle with this. Built to last and withstand daily wear. Perfect for gifting.,Home Decor,22150.21,94,upgrade your lifestyle with this built to last and withstand daily wear perfect for gifting,portable headphones v2 upgrade your lifestyle with this built to last and withstand daily wear perfect for gifting,No Strong Match,Y2K streetwear essentials,Y2K streetwear essentials,0.37719738483428955,0.37719738483428955,0.37719738483428955,Portable Headphones V2
P000346,Heavy-Duty Water Bottle 2026 Edition,The perfect addition to your collection. Lightweight and easy to carry. Perfect for gifting.,Kitchen,24597.88,92,the perfect addition to your collection lightweight and easy to carry perfect for gifting,heavyduty water bottle 2026 edition the perfect addition to your collection lightweight and easy to carry perfect for gifting,No Strong Match,luxury gift ideas guide,luxury gift ideas guide,0.4136635959148407,0.4136635959148407,0.4136635959148407,Heavy-Duty Water Bottle 2026 Edition
P000347,Modern Backpack V2,The perfect addition to your collection. Comes with an extended warranty. Satisfaction guaranteed.,Home Decor,56529.64,98,the perfect addition to your collection comes with an extended warranty satisfaction guaranteed,modern backpack v2 the perfect addition to your collection comes with an extended warranty satisfaction guaranteed,No Strong Match,budget camping gear check,budget camping gear check,0.40457311272621155,0.40457311272621155,0.40457311272621155,Modern Backpack V2
P000348,Wireless Watch Pro Max,A must-have for enthusiasts. Features state-of-the-art materials. Satisfaction guaranteed.,Beauty,18308.14,90,a musthave for enthusiasts features stateoftheart materials satisfaction guaranteed,wireless watch pro max a musthave for enthusiasts features stateoftheart materials satisfaction guaranteed,No Strong Match,top rated tech gadgets essentials,top rated tech gadgets essentials,0.4889529347419739,0.4889529347419739,0.4889529347419739,Wireless Watch Pro Max
P000349,Premium Speaker Bundle,Experience premium quality with our top-rated product. Comes with an extended warranty. Satisfaction guaranteed.,Travel,19658.55,112,experience premium quality with our toprated product comes with an extended warranty satisfaction guaranteed,premium speaker bundle experience premium quality with our toprated product comes with an extended warranty satisfaction guaranteed,No Strong Match,top rated streetwear essentials,top rated streetwear essentials,0.2526940703392029,0.2526940703392029,0.2526940405368805,Premium Speaker Bundle
P000350,Classic Keyboard Modern,Upgrade your lifestyle with this. Features state-of-the-art materials. Satisfaction guaranteed.,Kitchen,25912.6,95,upgrade your lifestyle with this features stateoftheart materials satisfaction guaranteed,classic keyboard modern upgrade your lifestyle with this features stateoftheart materials satisfaction guaranteed,No Strong Match,retro tech gadgets essentials,retro tech gadgets essentials,0.4360998272895813,0.4360998272895813,0.4360998272895813,Classic Keyboard Modern
P000351,Wireless Water Bottle with RGB,The perfect addition to your collection. Highly rated by our community. Perfect for gifting.,Beauty,56616.79,92,the perfect addition to your collection highly rated by our community perfect for gifting,wireless water bottle with rgb the perfect addition to your collection highly rated by our community perfect for gifting,No Strong Match,budget tech gadgets essentials,budget tech gadgets essentials,0.4089205861091614,0.4089205861091614,0.4089205861091614,Wireless Water Bottle with RGB
P000352,Classic Backpack with RGB,Designed for everyday use. Comes with an extended warranty. Perfect for gifting.,Electronics,73909.84,80,designed for everyday use comes with an extended warranty perfect for gifting,classic backpack with rgb designed for everyday use comes with an extended warranty perfect for gifting,No Strong Match,budget streetwear essentials,budget streetwear essentials,0.3962685465812683,0.3962685465812683,0.3962685465812683,Classic Backpack with RGB
P000353,Eco-friendly Bag Set,Experience premium quality with our top-rated product. Features state-of-the-art materials. Perfect for gifting.,Electronics,56258.23,112,experience premium quality with our toprated product features stateoftheart materials perfect for gifting,ecofriendly bag set experience premium quality with our toprated product features stateoftheart materials perfect for gifting,No Strong Match,top rated gift ideas tour,top rated gift ideas tour,0.4902144968509674,0.4902144968509674,0.4902144968509674,Eco-friendly Bag Set
P000354,Minimalist Keyboard Bundle,Designed for everyday use. Lightweight and easy to carry. Order now while supplies last!,Travel,68850.99,88,designed for everyday use lightweight and easy to carry order now while supplies last,minimalist keyboard bundle designed for everyday use lightweight and easy to carry order now while supplies last,minimalist gym gear essentials,minimalist gym gear essentials,minimalist gym gear essentials,0.5651947259902954,0.5651947259902954,0.5651947259902954,minimalist gym gear essentials Inspired Minimalist Keyboard Bundle
P000355,Luxury Backpack 2026 Edition,Upgrade your lifestyle with this. Features state-of-the-art materials. Order now while supplies last!,Travel,45493.13,101,upgrade your lifestyle with this features stateoftheart materials order now while supplies last,luxury backpack 2026 edition upgrade your lifestyle with this features stateoftheart materials order now while supplies last,luxury tech gadgets tour,luxury tech gadgets tour,luxury tech gadgets tour,0.50018709897995,0.50018709897995,0.50018709897995,luxury tech gadgets tour Inspired Luxury Backpack 2026 Edition
P000356,Ergonomic Speaker 2026 Edition,Designed for everyday use. Built to last and withstand daily wear. Perfect for gifting.,Kitchen,6492.26,87,designed for everyday use built to last and withstand daily wear perfect for gifting,ergonomic speaker 2026 edition designed for everyday use built to last and withstand daily wear perfect for gifting,No Strong Match,sustainable desk setup essentials,sustainable desk setup essentials,0.3534086048603058,0.3534086048603058,0.3534086048603058,Ergonomic Speaker 2026 Edition
